MistoPoskytovaniId,ZdravotnickeZarizeniId,Kod,NazevZarizeni,DruhZarizeni,Obec,Psc,Ulice,CisloDomovniOrientacni,Kraj,KrajCode,Okres,OkresCode,SpravniObvod,PoskytovatelTelefon,PoskytovatelFax,PoskytovatelEmail,PoskytovatelWeb,Ico,TypOsoby,PravniFormaKod,KrajCodeSidlo,OkresCodeSidlo,ObecSidlo,PscSidlo,UliceSidlo,CisloDomovniOrientacniSidlo,OborPece,FormaPece,DruhPece,OdbornyZastupce,Lat,Lng
192297,128906,28511298382000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Chomutov,43001,Mostecká,5894,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,lékárenská péče,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.464000415925,13.42102386879
192296,128905,28511298381000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Trmice,40004,Tyršova,869,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,lékárenská péče,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.651097498201,14.001293050137
152476,128903,28511298380000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Litvínov,43601,Jiráskova,2181,Ústecký kraj,CZ042,Most,CZ0425,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.598852409281,13.617646733044
205112,128811,49621173169000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Rumburk,40801,Třída 9. května,10/6,Ústecký kraj,CZ042,Děčín,CZ0421,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,ambulantní péče,lékárenská péče,Radek Machan,50.952035815096,14.558001371032
205113,128810,49621173168000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Rumburk,40801,Náměstí Lužické,102/7,Ústecký kraj,CZ042,Děčín,CZ0421,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,ambulantní péče,lékárenská péče,Radek Machan,50.951663230596,14.559058877116
204833,127706,25485822005000,Domácí lékárna s.r.o.,Lékárna,Krupka,41742,Revoluční,460,Ústecký kraj,CZ042,Teplice,CZ0426,,420603216441,,jirkasmisou@gmail.com,http://www.domacilekarna.eu,25485822,2,112,CZ080,CZ0805,Vítkov,74901,náměstí Jana Zajíce,6,praktické lékárenství,,lékárenská péče,PharmDr. Romana Bobková,50.685766008572,13.88652039979
168107,95067,49116886002000,"PharmDr. Zdeňka Gregorová, Lékárna U Labe",Lékárna,Děčín,40502,Karla Čapka,211/1,Ústecký kraj,CZ042,Děčín,CZ0421,,420412519460,,zameckalekarna@seznam.cz,,49116886,1,,CZ042,CZ0421,Děčín,40502,Křížová,19/11,praktické lékárenství,ambulantní péče,lékárenská péče,,50.781740605572,14.210463031601
178511,93606,28511298331000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Ústí nad Labem,40001,Bílinská,3490/6,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,ambulantní péče,lékárenská péče,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.658657970431,14.041080990194
167870,93605,28511298330000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Teplice,41501,náměstí Svobody,3312,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,ambulantní péče,lékárenská péče,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.640609918103,13.824444234567
167576,93604,28511298329000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Litoměřice,41201,Želetická,2277,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,,,lékárenská péče,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.526734417974,14.13734023895
189297,93462,3944182002000,"Simmerová Freibergová s.r.o., Lékárna Hřensko",Lékárna,Hřensko,40717,,87,Ústecký kraj,CZ042,Děčín,CZ0421,,,,l.freibergova@seznam.cz,,3944182,2,112,CZ042,CZ0421,Děčín,40502,Thomayerova,116/8,praktické lékárenství,ambulantní péče,lékárenská péče,Jitka Rubešová,50.8817306039,14.237776842556
189295,93460,3944182000000,"Simmerová Freibergová s.r.o., Lékárna U Slunce",Lékárna,Děčín,40502,Thomayerova,116/8,Ústecký kraj,CZ042,Děčín,CZ0421,,,,l.freibergova@seznam.cz,,3944182,2,112,CZ042,CZ0421,Děčín,40502,Thomayerova,116/8,praktické lékárenství,ambulantní péče,lékárenská péče,Jitka Rubešová,50.775493710755,14.198709474558
167575,83048,49621173147000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Děčín,40502,Duchcovská,1210/1,Ústecký kraj,CZ042,Děčín,CZ0421,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,,,lékárenská péče,Radek Machan,50.78205587432,14.213392920556
168120,82873,3048497000000,"KLARANN, spol. s r.o., Lékárna U Okřídleného býka",Lékárna,Chomutov,43003,Husova,4691,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,https://www.lekarna-chomutov.cz/,3048497,2,112,CZ042,CZ0422,Chomutov,43003,Husova,4691,praktické lékárenství,ambulantní péče,lékárenská péče,JOSEF UMLAUF,50.466967714019,13.401350622876
193979,82831,2988518001000,Lékárna Děčín a.s.,Lékárna,Děčín,40502,Sofijská,2/3,Ústecký kraj,CZ042,Děčín,CZ0421,,420412528091,,decin@ipcnet.cz,http://www.ipcgroup.cz,2988518,2,121,CZ052,CZ0521,Praha 4,50012,Brněnská,315/4,praktické lékárenství,,,Marcela Zvolánková,50.771990970935,14.193281982144
167571,71953,28733401002001,"AVIES s.r.o., Lékárna U Pelikána – OOVL",Lékárna,Radonice,43155,,27,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474344465,,radek.oswald@seznam.cz,,28733401,2,112,CZ042,CZ0422,Kadaň,43201,Mírové náměstí,182,,,lékárenská péče,"Kubincová Dagmar, Mgr. Radek Oswald, PharmDr. Ivana Tomanová, PharmDr. Monika Mědílková",50.297522640449,13.284898610046
152594,71926,49621173140000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Děčín,40502,Boženy Němcové,496/2,Ústecký kraj,CZ042,Děčín,CZ0421,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,ambulantní péče,lékárenská péče,Radek Machan,50.77990269174,14.216382756405
152561,71545,25485822004000,"Domácí lékárna s.r.o., Lékárna U  LIDLU",Lékárna,Teplice,41501,Novosedlická,394/8,Ústecký kraj,CZ042,Teplice,CZ0426,,420603216441,,jirkasmisou@gmail.com,http://www.domacilekarna.eu,25485822,2,112,CZ080,CZ0805,Vítkov,74901,náměstí Jana Zajíce,6,praktické lékárenství,ambulantní péče,lékárenská péče,PharmDr. Romana Bobková,50.647604452295,13.821403122875
115400,71237,28511298311000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Varnsdorf,40747,Národní,3314,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,ambulantní péče,lékárenská péče,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.909967434053,14.622065431117
152481,69741,28511298294000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Klášterec nad Ohří,43151,Sadová,628,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.387634954287,13.180748504273
152479,69411,28511298292000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Teplice,41501,U nádraží,529/7,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.644751635159,13.828846564859
152480,69410,28511298291000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Teplice,41501,Duchcovská,962/53,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.636564325902,13.810856307098
152478,69409,28511298290000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Ústí nad Labem,40011,Krušnohorská,3371/2,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.677828825531,14.036667057112
152477,69408,28511298289000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Ústí nad Labem,40010,Všebořická,396/51a,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.683820001246,13.995416908652
152475,69406,28511298287000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Chomutov,43001,Farského,4732,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.461985004655,13.414310388514
152474,69405,28511298286000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Litoměřice,41201,Palachova,779/9,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.537292276641,14.131347330756
152473,69404,28511298285000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Děčín,40502,Ústecká,1905/8,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.770234440423,14.206043756999
152471,69403,28511298284000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Most,43401,Lipová,807/14,Ústecký kraj,CZ042,Most,CZ0425,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.491604671463,13.651213565647
152469,69402,28511298283000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Děčín,40502,Oblouková,1395/4,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.774896995551,14.216568130471
152470,69400,28511298281000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Žatec,43801,Kadaňská,3034,Ústecký kraj,CZ042,Louny,CZ0424,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.323530092659,13.529069600261
152468,69399,28511298280000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Litoměřice,41201,Na Kocandě,2201/35,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.536450916637,14.145991404326
152472,69398,28511298279000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Kadaň,43201,Na Průtahu,1960,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.383492280515,13.275444004209
152465,69397,28511298278000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Most,43401,tř. Budovatelů,1877/17,Ústecký kraj,CZ042,Most,CZ0425,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.498530245753,13.638099505654
152464,69396,28511298277000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Most,43401,Kabátnická,1705,Ústecký kraj,CZ042,Most,CZ0425,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.512110884842,13.6479138268
152463,69395,28511298276000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Teplice,41501,Bohosudovská,1882,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.655923628824,13.84728913803
152466,69394,28511298275000,"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna",Lékárna,Otvice,43111,Obchodní zóna,263,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,http://www.drmax.cz,28511298,2,121,CZ064,CZ0642,Brno,60200,Nové sady,996/25,praktické lékárenství,,,"Dominika Fischer, Hana Götzlová, Ivana Bambasová, Jiří Binder, Jozef Kaštely, Kamila Sotáková, Karel Struha, Marek Sekula, Markéta Blechová, Markéta Dúžková, Martina Kožíšková, Martina Starková, Petr Myslivec, Petra Průšová, René Šoštý, Sekula Marek, Tibor Kirsch",50.484004535103,13.444243334642
152391,68758,28794796000000,LUMEKO s.r.o.,Lékárna,Libochovice,41117,Dr. Vacka,506,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416591293,,lekarna.libochovice@centrum.cz,,28794796,2,112,CZ042,CZ0423,Libochovice,41117,Dr. Vacka,506,praktické lékárenství,,,Mgr. Eva Burdová,50.40609123619,14.040119706212
152341,68754,45809607001000,"ZIKO MEDICAL, s.r.o.",Lékárna,Ústí nad Labem,40011,Stříbrnická,3034/10,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420472717213,,lekarna@stribrniky.cz,www.stribrniky.cz,45809607,2,112,CZ010,CZ0100,Praha 6,16900,Pod Marjánkou,1448/4,praktické lékárenství,,,Mgr. Ondřej Němec,,
152432,68749,1506251001000,Jánošíkovi s.r.o.,Lékárna,Žatec,43801,Husova,2908,Ústecký kraj,CZ042,Louny,CZ0424,,420415748199,,info@lekarna-zatec.cz,http://www.lekarna-zatec.cz/,1506251,2,112,CZ042,CZ0424,Žatec,43801,třída Obránců míru,165,praktické lékárenství,,,PharmDr. Michal Jánošík,50.316552037829,13.535554051328
152431,68748,1506251000000,Jánošíkovi s.r.o.,Lékárna,Žatec,43801,třída Obránců míru,165,Ústecký kraj,CZ042,Louny,CZ0424,,420415748199,,info@lekarna-zatec.cz,http://www.lekarna-zatec.cz/,1506251,2,112,CZ042,CZ0424,Žatec,43801,třída Obránců míru,165,praktické lékárenství,,,PharmDr. Michal Jánošík,50.328330284634,13.545228948417
152301,67676,66634482000000,"JIŘÍ ŠIC, Lékárna Herba",Lékárna,Šluknov,40777,nám. Míru,149,Ústecký kraj,CZ042,Děčín,CZ0421,,420412386515,,lekarna.herba@seznam.cz,,66634482,1,,CZ042,CZ0421,Šluknov,40777,nám. Míru,149,praktické lékárenství,,,,51.003757787469,14.452783258501
152400,67389,49621173132000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Most,43401,Radniční,3400,Ústecký kraj,CZ042,Most,CZ0425,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,,Radek Machan,50.501248753426,13.639972648666
152337,67385,49621173131000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Bílina,41801,Pražská,206/95,Ústecký kraj,CZ042,Teplice,CZ0426,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,,Radek Machan,50.541114670249,13.784333621372
152126,64807,28750390000000,Lékárna u sv. Jakuba s.r.o.,Lékárna,Česká Kamenice,40721,Janáčkova,206,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,,28750390,2,112,CZ042,CZ0421,Česká Kamenice,40721,Janáčkova,206,praktické lékárenství,,,PharmDr. Martin Konečný,50.799708665945,14.417976424071
152111,64785,28711394000000,"Lékárna Česká Kamenice s.r.o., Lékárna VIA",Lékárna,Česká Kamenice,40721,5. května,484,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,,28711394,2,112,CZ010,CZ0100,Praha 6,16200,Pod novým lesem,127/44,praktické lékárenství,,,Mgr. Lukáš Hanich,50.803161315045,14.411861096682
152165,64428,49621173118000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Ústí nad Labem,40001,Špitálské náměstí,3517/1a,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,,Radek Machan,50.662425664797,14.033426033404
152102,64421,49621173117000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Litvínov,43601,Podkrušnohorská,2171,Ústecký kraj,CZ042,Most,CZ0425,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,,Radek Machan,50.601095128562,13.601631365575
152153,64357,25485822003000,"Domácí lékárna s.r.o., Lékárna Osek",Lékárna,Osek,41705,náměstí Klášterní,91,Ústecký kraj,CZ042,Teplice,CZ0426,,420603216441,,jirkasmisou@gmail.com,http://www.domacilekarna.eu,25485822,2,112,CZ080,CZ0805,Vítkov,74901,náměstí Jana Zajíce,6,praktické lékárenství,,,PharmDr. Romana Bobková,50.622129512422,13.692780810701
152066,62570,29117585001000,"Vavřinecká s.r.o., Lubenecká lékárna",Lékárna,Lubenec,43983,Karlovarská,146,Ústecký kraj,CZ042,Louny,CZ0424,,,,,http://www.magistra.cz,29117585,2,112,CZ032,CZ0323,Plzeň,30100,Raisova,2531/9,praktické lékárenství,,,Mgr. Kateřina Procházková,50.131763327282,13.31186676671
151978,61557,28733401003000,"AVIES s.r.o., Lékárna Za Potokem",Lékárna,Klášterec nad Ohří,43151,Královéhradecká,418,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474344465,,radek.oswald@seznam.cz,,28733401,2,112,CZ042,CZ0422,Kadaň,43201,Mírové náměstí,182,praktické lékárenství,,,"Kubincová Dagmar, Mgr. Radek Oswald, PharmDr. Ivana Tomanová, PharmDr. Monika Mědílková",50.387222448759,13.183605138173
151977,61556,28733401002000,"AVIES s.r.o., Lékárna U Pelikána",Lékárna,Kadaň,43201,Golovinova,1559,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474344465,,radek.oswald@seznam.cz,,28733401,2,112,CZ042,CZ0422,Kadaň,43201,Mírové náměstí,182,praktické lékárenství,,,"Kubincová Dagmar, Mgr. Radek Oswald, PharmDr. Ivana Tomanová, PharmDr. Monika Mědílková",50.391225624229,13.270148720299
151980,61553,28733401000000,"AVIES s.r.o., Lékárna U Černého orla",Lékárna,Kadaň,43201,Mírové náměstí,182,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474344465,,radek.oswald@seznam.cz,,28733401,2,112,CZ042,CZ0422,Kadaň,43201,Mírové náměstí,182,praktické lékárenství,,,"Kubincová Dagmar, Mgr. Radek Oswald, PharmDr. Ivana Tomanová, PharmDr. Monika Mědílková",50.376003424044,13.270061954566
151941,61546,86764446002000,"Mgr. Marie Brůhová, Lékárna Kryry",Lékárna,Kryry,43981,Hlavní,1,Ústecký kraj,CZ042,Louny,CZ0424,,,,,,86764446,1,,CZ042,CZ0422,Chomutov,43003,Rooseveltova,2267/28,praktické lékárenství,,,,50.174895308162,13.426716258061
